hs,0,4,-254.00276128140223
ihs,0,4,-146.58140098937102
btop,0,4,-622.56187187233218
bbot,0,4,-278.02229039844104
ttop,0,4,-308.55260011343273
tbot,0,4,-592.03156215734043
hs,1,5,-334.44788579014329
ihs,1,5,-179.31803350008948
btop,1,5,-246.04728015264965
bbot,1,5,-767.71863913758318
ttop,1,5,-634.39689396115341
tbot,1,5,-379.36902532907936
hs,2,6,-497.7721381015084
ihs,2,6,-176.35775216560364
btop,2,6,-406.99264749734448
bbot,2,6,-767.13724276976757
ttop,2,6,-822.82212963074141
tbot,2,6,-351.30776063637063
hs,3,7,-180.51350808842869
ihs,3,7,-484.56962464015805
btop,3,7,-375.11906646657314
bbot,3,7,-789.96406626201372
ttop,3,7,-708.60874826962379
tbot,3,7,-456.47438445896296
hs,4,8,-340.53465793245408
ihs,4,8,-399.51631044293589
btop,4,8,-603.18672859336789
bbot,4,8,-636.86423978202208
ttop,4,8,-937.55363443685269
tbot,4,8,-302.49733393853734
hs,5,9,-139.83613777187628
ihs,5,9,-235.34231525918108
btop,5,9,-456.91340639906139
bbot,5,9,-418.26504663199592
ttop,5,9,-363.5897326183682
tbot,5,9,-511.58872041268921
hs,6,10,-275.74470301235601
ihs,6,10,-187.21351711071486
btop,6,10,-761.97001965946436
bbot,6,10,-200.98820046360652
ttop,6,10,-241.16375751964961
tbot,6,10,-721.79446260342127
hs,7,11,-139.84155483232351
ihs,7,11,-356.19493880740708
btop,7,11,-634.13716030473597
bbot,7,11,-361.89933333499459
ttop,7,11,-203.03784069888678
tbot,7,11,-792.99865294084384
hs,8,12,-294.48182062215602
ihs,8,12,-102.97114437779625
btop,8,12,-547.85326670169843
bbot,8,12,-349.59969829825388
ttop,8,12,-460.87059529627646
tbot,8,12,-436.58236970367585
hs,9,13,-194.62731647647655
ihs,9,13,-256.66256625658656
btop,9,13,-563.66156201546437
bbot,9,13,-387.62832071759874
ttop,9,13,-212.57510658392482
tbot,9,13,-738.71477614913829
hs,10,14,-174.45862202247477
ihs,10,14,-152.12345878765043
btop,10,14,-493.30215264939238
bbot,10,14,-333.27992816073277
ttop,10,14,-400.27628908263262
tbot,10,14,-426.30579172749253
hs,11,15,-146.46372617151334
ihs,11,15,-178.05191989755966
btop,11,15,-326.74027505335351
bbot,11,15,-497.77537101571949
ttop,11,15,-439.45106621254143
tbot,11,15,-385.06457985653157
hs,12,16,-196.1062319860587
ihs,12,16,-161.39262819616241
btop,12,16,-620.53356672198822
bbot,12,16,-236.96529346023291
ttop,12,16,-296.11157821797474
tbot,12,16,-561.38728196424631
hs,13,17,-92.243200876454523
ihs,13,17,-256.25061273760713
btop,13,17,-373.53631172208884
bbot,13,17,-474.95750189197281
ttop,13,17,-380.65707735941027
tbot,13,17,-467.83673625465138
hs,14,18,-329.73802555330957
ihs,14,18,-54.004300224543897
btop,14,18,-448.33912011090973
bbot,14,18,-435.40320566694373
ttop,14,18,-561.48150692772674
tbot,14,18,-322.26081885012661
hs,15,19,-174.12497958112471
ihs,15,19,-247.17224895642522
btop,15,19,-392.24787604682837
bbot,15,19,-529.04935249072162
ttop,15,19,-351.77095049321849
tbot,15,19,-569.52627804433143
hs,16,20,-216.89093777486966
ihs,16,20,-184.60530935557841
btop,16,20,-464.58831631694341
bbot,16,20,-436.90793081350466
ttop,16,20,-583.28757856301547
tbot,16,20,-318.2086685674326
hs,17,21,-299.99214015343978
ihs,17,21,-243.19120523210606
btop,17,21,-126.57478103819818
bbot,17,21,-916.60856434734774
ttop,17,21,-861.53927186011197
tbot,17,21,-181.64407352543395
hs,18,22,-539.42492399393973
ihs,18,22,-148.16841924125831
btop,18,22,-414.15285153670749
bbot,18,22,-773.44049169849052
ttop,18,22,-892.13541013089241
tbot,18,22,-295.45793310430554
hs,19,23,-461.52195152629446
ihs,19,23,-577.98431513498576
btop,19,23,-259.29239507555593
bbot,19,23,-1280.2138715857241
ttop,19,23,-1142.8565833301263
tbot,19,23,-396.64968333115365
hs,20,24,-748.24553642669673
ihs,20,24,-525.32231205651783
btop,20,24,-559.80528509589385
bbot,20,24,-1213.7625633873208
ttop,20,24,-1546.1772740211704
tbot,20,24,-227.39057446204419
hs,21,25,-130.80807981542941
ihs,21,25,-411.77070992830323
btop,21,25,-284.16855467332448
bbot,21,25,-758.41023507040813
ttop,21,25,-684.09472007692693
tbot,21,25,-358.48406966680562
hs,22,26,-440.10465696880669
ihs,22,26,-230.14427723608847
btop,22,26,-405.50792832283435
bbot,22,26,-764.74100588206079
ttop,22,26,-1042.4999767689937
tbot,22,26,-127.74895743590145
hs,23,27,-149.55680917106216
ihs,23,27,-217.18543426585634
btop,23,27,-361.41261455870432
bbot,23,27,-505.32962887821412
ttop,23,27,-381.08202540047017
tbot,23,27,-485.66021803644827
hs,24,28,-226.80842793669137
ihs,24,28,-155.45110431498529
btop,24,28,-385.63867495470021
bbot,24,28,-496.62085729697645
ttop,24,28,-614.6780635405388
tbot,24,28,-267.58146871113786
hs,25,29,-104.3541422178627
ihs,25,29,-218.45255628137687
btop,25,29,-370.99670120033159
bbot,25,29,-451.809997298908
ttop,25,29,-404.97474367029815
tbot,25,29,-417.83195482894143
hs,26,30,-174.37473097468705
ihs,26,30,-181.95436949449766
btop,26,30,-547.19704986675515
bbot,26,30,-309.13205060242956
ttop,26,30,-401.21816107511768
tbot,26,30,-455.11093939406703
hs,27,31,-151.6579516256345
ihs,27,31,-186.27092441252472
btop,27,31,-370.07201167426251
bbot,27,31,-467.85686436389665
ttop,27,31,-400.62381910243477
tbot,27,31,-437.30505693572439
hs,28,32,-260.6764129233834
ihs,28,32,-78.746746908648589
btop,28,32,-476.2084865361627
bbot,28,32,-363.21467329586926
ttop,28,32,-407.77700751337591
tbot,28,32,-431.64615231865605
hs,29,33,-106.86081646198883
ihs,29,33,-247.66329697782649
btop,29,33,-403.2916941468161
bbot,29,33,-451.23241929299923
ttop,29,33,-331.43109969925638
tbot,29,33,-523.09301374055894
hs,30,34,-244.90214617770971
ihs,30,34,-448.53087889319113
btop,30,34,-998.69867335459298
bbot,30,34,-194.73435171630786
ttop,30,34,-331.15892391092984
tbot,30,34,-862.274101159971
hs,31,35,-273.0586031807677
ihs,31,35,-588.706951626359
btop,31,35,-905.99877192036149
bbot,31,35,-455.76678288676521
ttop,31,35,-383.71599298568748
tbot,31,35,-978.04956182143928
hs,32,36,-609.20408980233242
ihs,32,36,-265.28178419692563
btop,32,36,-1008.7427811975131
bbot,32,36,-365.74309280174498
ttop,32,36,-427.46770606564451
